name,group,09: Junior,01: High School,11: Senior,05: Freshman,13: Graduation,08: Experience,03: Admissions,12: Post Grad Plans,04: Pre-Frosh,14: First Outcomes,02: Apply,10: Experience,06: Experiences,07: Sophomore,id
Joanna Giles,Cohort C,27.69,0.016,0.065,,0,0.247,,,20.55,51.91,296,9.009,9.997,1.566,31482
Bonnie York,Cohort C,18.97,0.014,0.077,,0,0.291,,,14.32,66.33,205,6.154,6.957,1.069,31483
Tony Wright,Cohort C,27.16,0.016,0.065,,0,0.241,,,21.56,51.36,303,9.268,10.359,1.554,31484
Florence Edwards,Cohort C,18.87,0.015,0.076,,0,0.302,,,14.99,65.78,210,6.387,7.274,1.085,31485
Walter Brandt,Cohort C,28.47,0.015,0.066,,0,0.255,,,19.03,52.74,285,8.621,9.454,1.584,31486
Joyce Cohen,Cohort C,19.1,0.014,0.077,,0,0.271,,,13.33,67.17,196,5.805,6.482,1.045,31487
Yvonne Turner,Cohort C,31.41,0.017,0.069,,0,0.286,,,11.43,57,228,5.269,6.067,0.58,31488
Polly Stuckert,Cohort C,20.96,0.015,0.082,,0,0.317,,,6.95,71.19,146,3.126,3.676,0.366,31489
Larry Burke,Cohort C,30.95,0.017,0.069,,0,0.279,,,12.22,56.64,234,5.447,6.366,0.564,31490
Jeanette Gross,Cohort C,20.87,0.015,0.081,,0,0.33,,,7.67,70.58,152,3.419,4.071,0.378,31491
Arlene Yeargin,Cohort C,32.1,0.016,0.07,,0,0.292,,,10.24,57.54,221,5.002,5.618,0.605,31492
Martha Perez,Cohort C,21.1,0.015,0.082,,0,0.293,,,5.89,72.11,137,2.686,3.084,0.347,31493
Edward Bloxham,Cohort C,24.63,0.018,0.076,,0,0.308,,,15.29,60.3,236,6.354,7.243,1.168,31494
Stacey Lewis,Cohort C,19.18,0.017,0.081,,0,0.332,,,11.48,68.8,180,5.042,5.837,0.931,31495
Kendrick Ortega,Cohort C,24.47,0.018,0.075,,0,0.307,,,15.87,59.63,241,6.462,7.509,1.147,31496
Deborah Dickie,Cohort C,19.14,0.017,0.08,,0,0.31,,,12.02,68.26,185,5.072,5.908,0.933,31497
Glenda Pace,Cohort C,24.86,0.019,0.076,,0,0.312,,,14.41,61.29,229,6.192,6.843,1.2,31498
Christine Burton,Cohort C,19.25,0.018,0.082,,0,0.367,,,10.67,69.61,173,4.998,5.732,0.928,31499
Leona Shoultz,Cohort C,26.65,0.019,0.08,,0,0.344,,,8.46,64.79,183,3.422,4.167,0.426,31500
Thomas Gorrell,Cohort C,20.61,0.018,0.085,,0,0.357,,,6.01,72.48,137,2.733,3.35,0.345,31501
Kathryn Falgout,Cohort C,26.41,0.018,0.079,,0,0.339,,,9.36,63.88,190,3.751,4.691,0.431,31502
Edward Rivera,Cohort C,20.67,0.017,0.085,,0,0.332,,,6.21,72.16,139,2.644,3.299,0.336,31503
Margaret Antonelli,Cohort C,27.02,0.02,0.081,,0,0.351,,,7.12,66.16,172,2.929,3.38,0.418,31504
Faye Melgar,Cohort C,20.52,0.019,0.086,,0,0.393,,,5.71,72.96,133,2.867,3.427,0.359,31505
Angela Craft,Cohort C,24.98,0.016,0.071,,0,0.325,,,19.64,55.22,277,8.66,9.457,1.428,31506
Laura Martino,Cohort C,18.86,0.014,0.066,,0,0.329,,,16.35,64.48,223,6.963,7.739,1.177,31507
Jeanette Sanders,Cohort C,24.95,0.015,0.071,,0,0.333,,,20.35,54.74,283,8.677,9.479,1.409,31508
Sandra White,Cohort C,18.86,0.014,0.066,,0,0.33,,,16.85,63.98,227,7.176,7.978,1.149,31509
John Veitch,Cohort C,25.03,0.017,0.07,,0,0.307,,,18.57,55.93,267,8.633,9.422,1.457,31510
Crystal Ostrzyeki,Cohort C,18.86,0.014,0.068,,0,0.342,,,15.6,65.24,216,6.644,7.381,1.219,31511
Ronald Wilson,Cohort C,27.94,0.017,0.075,,0,0.38,,,10.79,60.79,209,4.938,5.503,0.497,31512
Tamara Warren,Cohort C,21.29,0.015,0.07,,0,0.371,,,7.56,70.25,153,3.267,3.71,0.372,31513
Brenda Turner,Cohort C,27.97,0.016,0.075,,0,0.391,,,11.47,60.35,215,4.895,5.461,0.478,31514
Tara Bunch,Cohort C,21.31,0.015,0.07,,0,0.371,,,8.29,69.48,160,3.605,4.088,0.359,31515
Rene Daniels,Cohort C,27.88,0.019,0.074,,0,0.356,,,9.77,61.45,199,5.004,5.566,0.526,31516
Mary Egleston,Cohort C,21.28,0.015,0.073,,0,0.388,,,6.47,71.41,143,2.759,3.143,0.392,31517
Beverly Whitfield,Cohort C,32.41,0.016,0.067,,0,0.319,,,6.82,60.08,191,2.894,3.646,0.467,31518
Regina Romeo,Cohort C,21.75,0.013,0.08,,0,0.367,0.16,,4.48,72.51,128,1.941,2.425,0.306,31519
Billy Lavender,Cohort C,32.49,0.017,0.065,,0,0.315,,,7.14,59.49,194,3.147,3.968,0.489,31520
Denyse Rublee,Cohort C,21.64,0.013,0.079,,0,0.373,0.12,,4.81,72.32,130,2.07,2.602,0.318,31521
Erica Wong,Cohort C,32.29,0.015,0.068,,0,0.32,,,6.34,60.97,186,2.514,3.164,0.432,31522
Mickey Sieja,Cohort C,21.9,0.014,0.081,,0,0.359,0.21,,3.99,72.79,124,1.748,2.16,0.287,31523
Janelle Leary,Cohort C,28.94,0.016,0.047,,0,0.231,,,19.17,51.9,297,7.548,8.175,0.708,31524
Joshua Young,Cohort C,29.23,0.017,0.048,,0,0.235,,,17.56,53.44,283,6.911,7.551,0.649,31525
Maribel Fleishman,Cohort C,30.12,0.017,0.05,,0,0.242,,,19.22,50.45,302,7.62,8.276,0.71,31526
Janet Argueta,Cohort C,19.23,0.017,0.062,,0,0.29,,,17.98,62.33,244,7.254,7.697,0.684,31527
Rodney Goines,Cohort C,30.2,0.016,0.049,,0,0.241,,,19.93,49.35,309,7.902,8.583,0.737,31528
Jerry Dantzler,Cohort C,19.14,0.016,0.063,,0,0.29,,,18.57,61.78,249,7.492,7.95,0.706,31529
Thomas Zahar,Cohort C,30.05,0.018,0.05,,0,0.243,,,18.5,51.56,295,7.337,7.969,0.684,31530
Douglas Hudec,Cohort C,19.33,0.018,0.062,,0,0.29,,,17.39,62.88,239,7.016,7.444,0.661,31531
Christian Pawlowski,Cohort C,33.36,0.014,0.054,,0,0.262,,,7.67,58.83,212,2.903,3.267,0.268,31532
Carolyn Bellows,Cohort C,33.37,0.017,0.055,,0,0.27,,,5.8,61.2,195,2.194,2.469,0.202,31533
Rhonda Crump,Cohort C,34.66,0.016,0.056,,0,0.277,,,7.36,57.84,214,2.788,3.132,0.254,31534
Deanna Frisco,Cohort C,22.11,0.016,0.074,,0,0.337,,,4.19,73.32,132,1.553,1.756,0.181,31535
Cynthia Castro,Cohort C,34.72,0.015,0.056,,0,0.275,,,8.37,56.39,224,3.17,3.561,0.289,31536
Michael Hunter,Cohort C,21.96,0.015,0.074,,0,0.332,,,5.05,72.51,139,1.875,2.119,0.218,31537
Joanne Oliver,Cohort C,34.6,0.017,0.057,,0,0.281,,,6.35,59.29,205,2.406,2.703,0.22,31538
Sharon Dotson,Cohort C,22.26,0.018,0.077,,0,0.339,,,3.32,74.12,125,1.232,1.392,0.143,31539
Charleen Montgomery,Cohort C,26.78,0.013,0.065,,0,0.233,,,25.12,47.67,341,10,10.86,0.9,31540
Elizabeth Thompson,Cohort C,17.16,0.01,0.068,,0,0.271,,,19.41,61.23,248,7.82,8.52,0.71,31541
Connie Garner,Cohort C,26.37,0.013,0.064,,0,0.23,,,27.26,46.32,359,10.86,11.78,0.97,31542
Phyllis Breitenbach,Cohort C,16.98,0.01,0.067,,0,0.267,,,21.31,59.93,265,8.59,9.36,0.78,31543
Janice Barber,Cohort C,27.33,0.013,0.066,,0,0.237,,,22.35,49.4,318,8.89,9.66,0.8,31544
Renea Harne,Cohort C,17.37,0.01,0.069,,0,0.276,,,17.33,62.83,230,6.99,7.6,0.63,31545
Ricardo Deese,Cohort C,31.06,0.013,0.071,,0,0.263,,,13.3,54.8,253,5.16,5.73,0.44,31546
Latanya Wertz,Cohort C,25.7,0.007,0.071,,0,0.367,,,10.84,61.09,207,3.904,5.179,0.455,31547
Mallory Young,Cohort C,24.61,0.008,0.071,,0,0.363,,,12.26,60.38,216,4.285,5.87,0.461,31548
Harry Collins,Cohort C,27.3,0.007,0.072,,0,0.372,,,8.76,62.13,196,3.349,4.173,0.446,31549
Pasquale Hanson,Cohort C,26.82,0.007,0.074,,0,0.385,,,6.34,64.32,172,2.037,3.27,0.287,31550
Jeff Smith,Cohort C,25.95,0.007,0.074,,0,0.386,,,6.69,64.39,171,1.96,3.51,0.25,31551
Erasmo Thomas,Cohort C,28.09,0.007,0.074,,0,0.384,,,5.82,64.21,172,2.15,2.92,0.34,31552
Wallace Mcclure,Cohort C,26.36,0.007,0.071,,0,0.372,,,6.75,64.92,173,2.144,3.294,0.29,31553
Steven Pacheco,Cohort C,19.63,0.006,0.064,,0,0.354,,,5.02,73.41,129,1.414,1.965,0.286,31554
Connie Melton,Cohort C,29.34,0.008,0.06,,0,0.287,,,7.04,60.02,189,2.271,3.45,0.308,31555
Martin Himes,Cohort C,32.07,0.014,0.067,,0,0.298,,,10.18,57.29,220,3.638,4.225,1.044,31556
Walter Twine,Cohort C,21.13,0.011,0.08,,0,0.343,,,4.79,73.3,128,2.059,2.457,0.674,31557
Brian Rowland,Cohort C,32.21,0.015,0.066,,0,0.303,,,10.74,56.78,225,3.888,4.521,1.066,31558
Alan Sherry,Cohort C,21.19,0.011,0.082,,0,0.347,,,5.18,72.83,131,2.114,2.576,0.649,31559
Mattie Grasser,Cohort C,31.86,0.015,0.069,,0,0.288,,,9.34,58.05,211,3.263,3.782,1.012,31560
John Moncrief,Cohort C,21.05,0.011,0.076,,0,0.341,,,4.2,74.01,122,1.976,2.279,0.713,31561
Maria Isreal,Cohort C,33.31,0.015,0.068,,0,0.309,,,6.34,59.82,190,2.52,3.043,0.511,31562
Robert Hudson,Cohort C,21.3,0.011,0.081,,0,0.346,,,4.17,73.71,123,1.804,2.181,0.359,31563
Leroy White,Cohort C,33.55,0.015,0.067,,0,0.315,,,6.94,59.17,197,2.708,3.275,0.522,31564
Oscar Parsons,Cohort C,21.36,0.011,0.083,,0,0.349,,,4.6,73.2,127,1.884,2.328,0.348,31565
Allison Bruno,Cohort C,32.96,0.015,0.07,,0,0.298,,,5.44,60.8,181,2.238,2.695,0.493,31566
Harry Caligiuri,Cohort C,21.22,0.011,0.076,,0,0.344,,,3.53,74.46,117,1.684,1.961,0.374,31567
Delbert Gofton,Cohort C,25.73,0.008,0.073,,0,0.293,,,5.72,65.57,161,1.721,2.721,0.401,31568
Melissa Beyett,Cohort C,26.08,0.007,0.068,,0,0.293,,,5.24,67.09,159,2.09,2.555,0.368,31569
Carol Drake,Cohort C,25.87,0.008,0.071,,0,0.293,,,5.52,66.19,160,1.871,2.654,0.387,31570
Linda Walton,Cohort C,25.9,0.008,0.071,,0,0.293,,,5.42,66.27,159,1.828,2.608,0.384,31571
Tatiana Flores,Cohort C,25.74,0.008,0.073,,0,0.293,,,5.69,65.59,161,1.71,2.71,0.4,31572
Carl Anderson,Cohort C,26.13,0.007,0.068,,0,0.293,,,5.02,67.26,157,2,2.46,0.36,31573
Eric Rodriguez,Cohort C,25.48,0.014,0.07,,0,0.239,,,22.58,52.01,305,10.04,11.436,1.732,31574
Mary Davis,Cohort C,17.48,0.012,0.078,,0,0.277,,,18.33,63.84,235,7.979,9.206,1.286,31575
Christine Marquez,Cohort C,25.26,0.014,0.07,,0,0.228,,,24.05,50.69,317,10.638,12.282,1.793,31576
Robert Cioffi,Cohort C,17.22,0.011,0.075,,0,0.282,,,19.03,63.23,240,8.141,9.532,1.278,31577
Adam Bassett,Cohort C,25.81,0.014,0.071,,0,0.269,,,20.38,53.99,287,9.144,10.166,1.641,31578
Karen Juares,Cohort C,17.87,0.012,0.085,,0,0.273,,,17.28,64.76,227,7.738,8.716,1.297,31579
Reginald Swanson,Cohort C,28.82,0.014,0.075,,0,0.276,,,13.8,57.05,240,6.493,7.799,0.684,31580
Ann Jones,Cohort C,19.68,0.012,0.085,,0,0.307,0.05,,10.02,69.33,169,4.477,5.479,0.442,31581
Victoria Groff,Cohort C,28.84,0.014,0.075,,0,0.264,,,14.95,55.94,250,6.968,8.576,0.705,31582
Ken Brooks,Cohort C,19.38,0.011,0.081,,0,0.313,0.29,,10.7,68.73,175,4.691,5.9,0.44,31583
Karen West,Cohort C,28.79,0.014,0.075,,0,0.308,,,12.08,58.71,224,5.78,6.635,0.654,31584
Raul Castleberry,Cohort C,20.14,0.012,0.093,,0,0.303,,,8.99,70.24,161,4.156,4.848,0.446,31585
Alice Ricks,Cohort C,26.22,0.005,0.059,,0,0.356,,,7.2,65.65,177,2.833,2.933,0.41,31586
Joshua Odaniel,Cohort C,20.54,0.005,0.058,,0,0.327,,,6.22,72.8,144,2.088,2.136,0.34,31587
Karyl Jamison,Cohort C,26.07,0.005,0.06,,0,0.361,,,7.68,65.57,181,2.737,2.872,0.381,31588
Thomas Grace,Cohort C,20.51,0.005,0.059,,0,0.339,,,6.36,72.87,145,2.328,2.43,0.326,31589
Hilary Sutton,Cohort C,26.45,0.005,0.058,,0,0.348,,,6.43,65.79,172,1.7,3.284,0.49,31590
Patrick Deleon,Cohort C,20.93,0.005,0.06,,0,0.366,,,5.79,72.79,142,1.988,1.979,0.337,31591
Karl Stahl,Cohort C,26.3,0.005,0.06,,0,0.361,,,7.66,64.88,182,2.765,3.044,0.395,31592
Domingo Valliere,Cohort C,20.67,0.004,0.06,,0,0.355,,,5.88,72.51,141,1.985,2.937,0.397,31593
Samuel Rooney,Cohort C,26.07,0.005,0.059,,0,0.342,,,8.11,65.02,184,3.031,3.38,0.405,31594
Johnny Hopkins,Cohort C,20.39,0.004,0.061,,0,0.347,,,6.12,72.49,143,2.083,3.439,0.554,31595
Dirk Mathis,Cohort C,26.66,0.005,0.062,,0,0.401,,,6.94,64.65,176,2.235,2.373,0.376,31596
Carrie Patterson,Cohort C,21.13,0.004,0.058,,0,0.37,,,5.51,72.54,140,1.791,1.933,0.341,31597
Jamie Hendricks,Cohort C,24.93,0.006,0.077,,0,0.322,,,12.79,62.04,222,5.095,5.33,0.563,31598
Mamie Hamilton,Cohort C,18.99,0.006,0.074,,0,0.309,,,10.52,70.46,176,3.945,4.144,0.475,31599
Maria Callaway,Cohort C,24.7,0.006,0.078,,0,0.317,,,13.59,61.93,228,5.432,5.711,0.558,31600
Theodore Martinez,Cohort C,18.75,0.005,0.074,,0,0.302,,,11.33,70,182,4.186,4.408,0.463,31601
Ralph Page,Cohort C,25.29,0.006,0.076,,0,0.333,,,11.52,62.22,212,4.423,4.568,0.572,31602
Jeremy Martin,Cohort C,19.38,0.006,0.075,,0,0.324,,,9.22,71.19,166,3.464,3.616,0.498,31603
Edward Bilbao,Cohort C,25.73,0.007,0.067,,0,0.299,,,11.73,61.57,216,3.906,5.425,0.429,31604
Edward Lincoln,Cohort C,25.77,0.007,0.068,,0,0.3,,,12.93,60.69,227,4.162,6.269,0.459,31605
Leonard Newmark,Cohort C,25.67,0.007,0.067,,0,0.298,,,9.99,62.86,200,3.533,4.195,0.385,31606
Sandra Polson,Cohort C,26.13,0.007,0.068,,0,0.304,,,10.16,62.72,203,3.25,4.753,0.369,31607
Maxine Markum,Cohort C,26.11,0.007,0.068,,0,0.304,,,11.65,61.63,217,3.62,5.73,0.41,31608
Lynn Lark,Cohort C,26.16,0.007,0.068,,0,0.304,,,8,64.32,184,2.71,3.33,0.31,31609
Mary Edwards,Cohort C,26.18,0.013,0.073,,0,0.31,0.21,,13.54,59.08,227,5.692,6.809,1.405,31610
Nancy Smith,Cohort C,18.99,0.011,0.076,,0,0.315,0.36,,11.64,68.11,182,4.831,5.643,1.037,31611
Rebecca Cosselman,Cohort C,26.1,0.012,0.073,,0,0.313,0.4,,14.41,58.12,236,5.963,7.02,1.433,31612
Lillian Hughes,Cohort C,18.85,0.011,0.075,,0,0.312,0.53,,12.4,67.31,189,5.137,6.04,1.104,31613
Chris Bush,Cohort C,26.3,0.016,0.073,,0,0.301,,,12.25,60.52,215,5.285,6.491,1.363,31614
Jesus Burbach,Cohort C,19.2,0.011,0.076,,0,0.32,0.09,,10.5,69.3,172,4.37,5.047,0.936,31615
John Rokus,Cohort C,26.5,0.014,0.073,,0,0.314,0.14,,12.64,59.72,220,5.28,6.384,0.761,31616
Linda Mosley,Cohort C,19.42,0.011,0.077,,0,0.321,0.49,,9.99,69.19,170,4.132,4.889,0.526,31617
Eva Randall,Cohort C,26.49,0.012,0.073,,0,0.318,0.28,,13.42,58.83,228,5.565,6.607,0.777,31618
Gregory Parker,Cohort C,19.23,0.012,0.076,,0,0.317,0.67,,10.96,68.24,178,4.588,5.45,0.576,31619
Norma Hale,Cohort C,26.53,0.016,0.074,,0,0.306,,,11.46,61.06,209,4.853,6.049,0.736,31620
Willie Daigle,Cohort C,19.71,0.011,0.077,,0,0.329,0.21,,8.54,70.62,157,3.449,4.048,0.452,31621
Mary Haile,Cohort C,19.17,0.012,0.076,,0,0.336,,,13.26,66.7,196,5.726,6.568,1.02,31622
Kevin Robles,Cohort C,19.15,0.012,0.076,,0,0.329,,,13.93,66,202,5.896,6.794,1.04,31623
Thomas Currier,Cohort C,19.2,0.012,0.077,,0,0.347,,,12.27,67.76,187,5.473,6.229,0.989,31624
Emilia Evans,Cohort C,21.13,0.012,0.081,,0,0.369,0.31,,6.07,71.41,140,2.728,3.333,0.34,31625
Robert Butler,Cohort C,21.19,0.012,0.08,,0,0.361,0.39,,6.51,70.82,145,2.833,3.493,0.346,31626
Randy Perrodin,Cohort C,21.03,0.012,0.081,,0,0.38,0.19,,5.41,72.3,134,2.572,3.091,0.329,31627
Margaret Madho,Cohort C,26.7,0.014,0.062,,0,0.262,,,20.49,52.51,291,8.261,9.478,1.502,31628
Michael Ebert,Cohort C,26.39,0.014,0.061,,0,0.262,,,21.48,51.93,306,8.532,9.954,1.5,31629
Michael Fisher,Cohort C,27.17,0.014,0.064,,0,0.261,,,19.02,53.39,288,7.854,8.763,1.505,31630
Jack Renfrow,Cohort C,30.54,0.014,0.065,,0,0.306,,,10.46,58.22,216,4.002,5.068,0.519,31631
Katherine Ryan,Cohort C,30.45,0.014,0.063,,0,0.307,,,11.14,57.85,231,4.344,5.67,0.519,31632
Bertha Mckenney,Cohort C,30.68,0.014,0.067,,0,0.306,,,9.44,58.79,216,3.487,4.164,0.52,31633
Charles Harris,Cohort C,28.23,0.014,0.065,,0,0.273,,,18,53.8,275,7.256,8.325,1.319,31634
Ronald Bailey,Cohort C,27.6,0.014,0.064,,0,0.275,,,19.3,52.71,284,7.666,8.944,1.347,31635
Johnnie Nagel,Cohort C,29.18,0.014,0.066,,0,0.27,,,16.05,55.43,261,6.629,7.397,1.271,31636
Michelle Ortega,Cohort C,31.35,0.014,0.065,,0,0.308,,,10.41,58.11,219,3.981,5.041,0.516,31637
Nadine Johnson,Cohort C,30.91,0.014,0.065,,0,0.312,,,10.91,57.56,222,4.253,5.551,0.508,31638
Kristin Brandon,Cohort C,32.01,0.014,0.066,,0,0.303,,,9.66,58.92,215,3.567,4.259,0.531,31639
David Brown,Cohort C,27.33,0.009,0.062,,0,0.323,,,17.37,53.93,273,6.85,7.41,0.63,31640
Robin Champlin,Cohort C,27.21,0.009,0.062,,0,0.322,,,18.54,53.22,283,7.31,7.91,0.67,31641
Evelyn Sliva,Cohort C,27.47,0.009,0.063,,0,0.325,,,15.92,54.84,261,6.27,6.78,0.57,31642
Mark Perkins,Cohort C,26.42,0.009,0.063,,0,0.319,,,19.71,52.77,291,7.77,8.46,0.71,31643
Harold Cardenas,Cohort C,18.68,0.007,0.058,,0,0.306,,,17.15,62.02,234,6.91,7.42,0.63,31644
Norman Erkkila,Cohort C,26.21,0.009,0.062,,0,0.317,,,20.91,52.03,301,8.24,8.97,0.75,31645
Jay Powell,Cohort C,18.57,0.007,0.057,,0,0.304,,,18.19,61.34,243,7.32,7.88,0.67,31646
Michael Miller,Cohort C,26.22,0.009,0.063,,0,0.356,,,20.75,52.87,299,8.32,8.84,0.75,31647
Joseph Mastin,Cohort C,18.72,0.007,0.054,,0,0.308,,,20.49,59.75,265,8.37,8.87,0.76,31648
Glenn Slayton,Cohort C,26.63,0.009,0.063,,0,0.321,,,18.21,53.73,278,7.2,7.81,0.66,31649
Victor Heiliger,Cohort C,18.87,0.007,0.058,,0,0.309,,,15.75,63.03,223,6.37,6.82,0.58,31650
Shawn Culligan,Cohort C,29.88,0.008,0.066,,0,0.355,,,9.28,59.33,211,3.54,3.9,0.32,31651
Miguel Davidson,Cohort C,29.88,0.008,0.066,,0,0.355,,,10.15,58.83,219,3.87,4.26,0.35,31652
James Spillman,Cohort C,29.89,0.008,0.066,,0,0.354,,,8.09,60.05,201,3.09,3.4,0.28,31653
Suzanne Roddick,Cohort C,31.3,0.009,2.253,,0,0.412,1.4,,34.4,26.2,449,14.35,16.85,1.58,31654
Earl Sutter,Cohort C,12.5,0.004,0.955,,0.024,0.153,0.7,,38.8,45.2,406,15.95,18.68,2.19,31655
Debra Silva,Cohort C,18.17,0.008,1.134,,0,0.145,0.47,,18.98,59.79,251,6.34,9.22,0.67,31656
Francis Middleton,Cohort C,14.68,0.007,1.217,,0.027,0.297,0.14,,14.9,66.56,198,4.73,7.18,0.53,31657
Alberto Wiater,Cohort C,27.66,0.02,0.056,,0,0.339,,,8.23,64.17,192,3.395,3.317,0.322,31658
William Langton,Cohort C,21.22,0.025,0.054,,0,0.328,,,7.17,70.73,155,2.978,2.924,0.277,31659
Hyacinth Hancock,Cohort C,26.98,0.006,0.07,,0,0.337,,,16.44,54.95,263,6.92,6.94,0.53,31660
Erik Moore,Cohort C,27.55,0.018,0.053,,0,0.326,,,9.31,63.33,202,3.84,3.751,0.364,31661
Milton Gann,Cohort C,21.22,0.027,0.054,,0,0.33,,,8.29,69.46,165,3.443,3.38,0.32,31662
Jacqueline Heroux,Cohort C,27.78,0.022,0.058,,0,0.351,,,7.15,65.01,183,2.951,2.882,0.28,31663
Vickie Maltba,Cohort C,21.22,0.024,0.054,,0,0.326,,,6.06,71.99,145,2.514,2.469,0.234,31664
Louis Kim,Cohort C,27.89,0.018,0.057,,0,0.35,,,7.4,64.79,186,3.07,2.917,0.292,31665
Robert Cumbee,Cohort C,21.57,0.024,0.055,,0,0.34,,,5.47,72.08,141,2.058,1.951,0.193,31666
Alvina Parker,Cohort C,28.02,0.006,0.072,,0,0.351,,,13,57.27,237,5.54,5.44,0.39,31667
Christopher Bowers,Cohort C,27.82,0.015,0.056,,0,0.338,,,8.32,64.06,194,3.452,3.279,0.329,31668
Julia Paddick,Cohort C,21.72,0.028,0.057,,0,0.34,,,6.29,68.72,149,2.612,2.477,0.245,31669
Margaret Garcia,Cohort C,27.96,0.02,0.059,,0,0.365,,,6.48,65.51,178,2.688,2.554,0.256,31670
Benjamin Dalton,Cohort C,21.43,0.021,0.053,,0,0.341,,,5,72.84,137,2.074,1.967,0.195,31671
Irma Bethel,Cohort C,19.42,0.012,0.068,,0,0.289,,,12.73,67.13,192,5.335,4.8,0.532,31672
Carroll Layne,Cohort C,23.07,0.009,0.055,,0,0.342,,,2.69,73.42,117,1.032,0.995,0.108,31673
Stacia Anderson,Cohort C,,0,0,,0,0,,,,,,,,,31674
Jorge Diaz,Cohort C,25.56,0.041,0.096,,0,0.328,,,17.86,55.78,270,7.191,8.659,0.487,31675
Loretta Richardson,Cohort C,23.87,0.033,0.073,,0,0.241,,,15.37,58.37,241,6.188,7.451,0.419,31676
Diane Shepard,Cohort C,22.86,0.037,0.092,,0,0.308,,,15.54,59.36,238,6.256,7.533,0.424,31677
Van Downey,Cohort C,25.38,0.035,0.081,,0,0.275,,,18.21,56.26,273,7.329,8.825,0.497,31678
Corina Wilson,Cohort C,14.35,0.024,0.067,,0,0.218,,,30,54.38,332,11.289,13.161,0.696,31679
William Hitchcock,Cohort C,26.28,0.034,0.093,,0,0.354,,,18.21,54.5,277,7.044,8.373,0.509,31680
Clifford Ralph,Cohort C,24.56,0.028,0.07,,0,0.256,,,16.5,57.5,254,6.382,7.586,0.461,31681
James Feldman,Cohort C,25.56,0.03,0.078,,0,0.289,,,18.72,55.49,278,7.238,8.604,0.523,31682
Teresa Schuler,Cohort C,23.45,0.032,0.087,,0,0.322,,,16.44,58.69,248,6.36,7.56,0.459,31683
Charles Burchett,Cohort C,15.76,0.021,0.067,,0,0.244,,,25,58.16,293,9.481,8.629,0.52,31684
Rod Forsyth,Cohort C,27,0.028,0.091,,0,0.38,,,17.36,54.54,272,6.593,7.696,0.503,31685
Joseph Elliott,Cohort C,25.25,0.023,0.067,,0,0.271,,,16.17,57.7,254,6.138,7.166,0.469,31686
Brian Keene,Cohort C,25.75,0.024,0.075,,0,0.304,,,17.82,56.08,271,6.758,7.883,0.519,31687
Kim Simmons,Cohort C,24.04,0.026,0.083,,0,0.335,,,15.94,59.11,246,6.051,7.064,0.462,31688
Christopher Collins,Cohort C,17.17,0.018,0.067,,0,0.27,,,20,61.94,254,7.673,8.757,0.52,31689
Elizabeth Barry,Cohort C,27.73,0.022,0.089,,0,0.407,,,15.3,55.9,256,5.821,6.586,0.479,31690
David Freeman,Cohort C,25.93,0.018,0.064,,0,0.286,,,14.36,58.98,240,5.464,6.183,0.45,31691
Judy Weir,Cohort C,25.93,0.018,0.072,,0,0.318,,,15.48,58.03,250,5.887,6.662,0.485,31692
Jane Alderson,Cohort C,24.62,0.02,0.079,,0,0.349,,,14.02,60.61,232,5.335,6.037,0.439,31693
Evangeline Keenan,Cohort C,18.59,0.015,0.066,,0,0.295,,,15,65.72,215,5.866,6.555,0.432,31694
Kiera Kallam,Cohort C,28.45,0.016,0.087,,0,0.433,,,12.04,58.58,230,4.752,5.074,0.432,31695
Heather Jordan,Cohort C,26.62,0.013,0.061,,0,0.3,,,11.1,61.33,214,4.379,4.676,0.398,31696
Deanna Lam,Cohort C,26.11,0.013,0.068,,0,0.333,,,11.73,61.35,217,4.627,4.941,0.421,31697
Jose Schroeder,Cohort C,25.21,0.015,0.075,,0,0.363,,,10.68,63.21,204,4.218,4.501,0.384,31698
Marlene Brown,Cohort C,20,0.012,0.066,,0,0.321,,,10,69.5,176,4.058,4.353,0.344,31699
Joan Rogers,Cohort C,29.17,0.009,0.085,,0,0.459,,,7.58,62.58,193,3.441,3.145,0.377,31700
Joseph Verrelli,Cohort C,27.31,0.008,0.058,,0,0.315,,,6.37,64.76,174,2.891,2.642,0.317,31701
Beatriz Okamoto,Cohort C,26.29,0.007,0.065,,0,0.348,,,6.55,66.03,171,2.977,2.721,0.327,31702
Lisa Ferrari,Cohort C,25.8,0.009,0.071,,0,0.376,,,5.94,66.9,164,2.698,2.466,0.296,31703
George Brown,Cohort C,21.41,0.009,0.066,,0,0.346,,,5,73.28,137,2.25,2.151,0.257,31704
Cheryl Heckert,Cohort C,23.05,0.011,0.077,,0,0.305,,,21.83,53.91,295,8.805,9.358,0.636,31705
Veronica Lastufka,Cohort C,26.75,0.017,0.055,,0,0.34,,,8.34,64.67,182,3.108,4.205,0.268,31706
Effie Tuttle,Cohort C,29.97,0.012,0.072,,0,0.437,,,15.18,50.5,265,5.707,7.763,0.538,31707
Rodney Agnew,Cohort C,30.68,0.012,0.073,,0,0.449,,,13.16,51.67,250,4.87,6.93,0.46,31708
Timothy Smith,Cohort C,26.13,0.011,0.075,,0,0.289,,,12.05,60.34,220,4.666,6.055,0.436,31709
Yvonne Sadat,Cohort C,26.66,0.011,0.076,,0,0.295,,,10.06,61.77,205,3.85,5.22,0.36,31710
